time (seconds),encoderLeft (meters),encoderRight (meters)
21.688,7.103602409362793,7.051711082458496
21.808,7.158468723297119,7.107193470001221
21.899,7.213711738586426,7.162968635559082
22.001,7.26935338973999,7.2190470695495605
22.102,7.325302600860596,7.27535343170166
22.202,7.381546497344971,7.331873416900635
22.3,7.437949180603027,7.388504981994629
22.401,7.494652271270752,7.445337295532227
22.503,7.551483154296875,7.502249240875244
22.602,7.608452796936035,7.559244632720947
22.701,7.665615558624268,7.616340637207031
22.802,7.72291374206543,7.673491954803467
22.902,7.780271530151367,7.730659484863281
22.999,7.8377227783203125,7.787834167480469
23.102,7.895229339599609,7.844977378845215
23.201,7.952754497528076,7.902065753936768
23.302,8.010274887084961,7.959080219268799
23.4,8.067779541015625,8.016031265258789
23.51,8.125215530395508,8.072813034057617
23.602,8.182610511779785,8.129512786865234
23.701,8.239885330200195,8.185995101928711
23.802,8.297009468078613,8.242231369018555
23.89,8.3540678024292,8.298367500305176
24.001,8.410930633544922,8.354211807250977
24.099,8.467680931091309,8.409892082214355
24.2,8.524121284484863,8.465140342712402
24.302,8.580429077148438,8.520206451416016
24.402,8.6364107131958,8.57483196258545
24.502,8.692231178283691,8.629244804382324
24.602,8.747761726379395,8.683273315429688
24.701,8.802983283996582,8.736898422241211
24.802,8.857989311218262,8.79024600982666
24.902,8.912565231323242,8.843038558959961
25.002,8.966727256774902,8.895298957824707
25.1,9.020512580871582,8.9470796585083
25.202,9.07408332824707,8.99858570098877
25.298,9.127191543579102,9.049503326416016
25.402,9.179889678955078,9.099897384643555
25.502,9.232169151306152,9.149759292602539
25.602,9.284194946289062,9.199295997619629
25.701999999999998,9.335638046264648,9.248090744018555
25.802,9.386646270751953,9.2963285446167
25.902,9.437190055847168,9.34397029876709
26.002,9.487217903137207,9.390944480895996
26.099,9.536698341369629,9.437211990356445
26.2,9.585948944091797,9.48318099975586
26.297,9.634617805480957,9.528389930725098
26.4,9.682968139648438,9.573179244995117
26.502,9.73076057434082,9.617232322692871
26.602,9.778027534484863,9.6605863571167
26.697,9.824753761291504,9.703213691711426
26.802,9.87121295928955,9.745479583740234
26.901,9.917162895202637,9.787053108215332
27.002,9.962562561035156,9.82787036895752
27.102,10.00761604309082,9.868208885192871
27.185,10.05235767364502,9.908110618591309
27.302,10.096579551696777,9.947278022766113
27.402,10.140387535095215,9.985857963562012
27.502,10.183768272399902,10.023822784423828
27.601,10.226900100708008,10.06142520904541
27.703,10.269418716430664,10.098129272460938
27.802,10.31179428100586,10.134618759155273
27.9,10.353804588317871,10.170563697814941
28.005,10.395482063293457,10.206007957458496
28.102,10.43680477142334,10.240911483764648
28.202,10.477821350097656,10.275346755981445
28.302,10.5186128616333,10.309435844421387
28.401,10.559260368347168,10.343301773071289
28.5,10.59961986541748,10.376721382141113
28.601,10.639852523803711,10.409945487976074
28.701999999999998,10.679887771606445,10.442866325378418
28.802,10.719746589660645,10.475520133972168
28.902,10.759550094604492,10.50809097290039
29.002,10.799206733703613,10.540449142456055
29.101,10.838811874389648,10.572735786437988
29.202,10.87834644317627,10.604935646057129
29.302,10.917839050292969,10.637100219726562
29.401,10.95732593536377,10.669292449951172
29.502,10.996828079223633,10.701537132263184
29.601,11.036347389221191,10.733830451965332
29.698,11.075925827026367,10.766256332397461
29.8,11.11559772491455,10.798882484436035
29.898,11.15537166595459,10.831711769104004
30,11.195220947265625,10.864689826965332
30.102,11.235221862792969,10.897954940795898
30.201,11.275415420532227,10.931574821472168
30.301,11.31580638885498,10.965548515319824
30.401,11.356400489807129,10.999882698059082
30.502,11.397103309631348,11.034404754638672
30.6,11.438075065612793,11.069389343261719
30.701999999999998,11.479180335998535,11.104597091674805
30.802,11.520585060119629,11.140302658081055
30.9,11.562331199645996,11.176568031311035
31,11.604219436645508,11.213059425354004
31.105,11.646450996398926,11.250100135803223
31.197,11.689018249511719,11.287668228149414
31.3,11.731739044189453,11.325475692749023
31.4,11.774773597717285,11.363765716552734
31.502,11.818191528320312,11.402639389038086
31.591,11.861807823181152,11.441811561584473
31.696,11.905654907226562,11.481331825256348
31.802,11.949904441833496,11.521450996398926
31.901,11.994485855102539,11.562058448791504
32.001,12.039288520812988,11.60299015045166
32.102,12.084418296813965,11.644400596618652
32.2,12.129860877990723,11.686264038085938
32.301,12.175630569458008,11.728602409362793
32.401,12.221564292907715,11.77117919921875
32.501,12.267814636230469,11.814215660095215
32.601,12.314335823059082,11.857643127441406
32.699,12.361104965209961,11.901432991027832
32.799,12.408024787902832,11.945441246032715
32.902,12.455180168151855,11.989797592163086
33.002,12.502580642700195,12.034518241882324
33.099,12.550156593322754,12.07950496673584
33.199,12.5978364944458,12.124651908874512
33.301,12.645710945129395,12.170104026794434
33.398,12.69372844696045,12.215787887573242
33.501,12.741815567016602,12.261591911315918
33.602,12.790027618408203,12.307618141174316
33.703,12.8383150100708,12.35379695892334
33.802,12.8866605758667,12.400113105773926
33.902,12.935026168823242,12.446486473083496
34.002,12.98340892791748,12.492952346801758
34.102,13.031781196594238,12.53947925567627
34.202,13.080134391784668,12.586029052734375
34.302,13.128421783447266,12.632586479187012
34.4,13.176605224609375,12.679110527038574
34.501,13.224740028381348,12.725610733032227
34.602,13.272750854492188,12.772041320800781
34.702,13.320688247680664,12.818424224853516
34.806,13.368355751037598,12.864618301391602
34.896,13.415916442871094,12.91072940826416
34.998,13.463180541992188,12.956604957580566
35.097,13.51012897491455,13.002218246459961
35.2,13.556831359863281,13.04762077331543
35.306,13.6033935546875,13.092902183532715
35.402,13.6495361328125,13.13781452178955
35.503,13.695218086242676,13.182312965393066
35.6,13.740703582763672,13.226633071899414
35.697,13.785733222961426,13.270535469055176
35.802,13.830244064331055,13.313958168029785
35.902,13.874529838562012,13.357170104980469
36.002,13.918234825134277,13.399839401245117
36.103,13.961609840393066,13.4421968460083
36.201,14.004599571228027,13.484188079833984
36.302,14.046669960021973,13.525304794311523
36.399,14.088078498840332,13.565786361694336
36.501,14.129100799560547,13.605897903442383
36.602,14.169401168823242,13.645310401916504
36.702,14.209248542785645,13.684285163879395
36.802,14.248239517211914,13.722428321838379
36.902,14.286808967590332,13.760161399841309
37.002,14.324585914611816,13.797120094299316
37.101,14.361801147460938,13.833527565002441
37.203,14.398004531860352,13.86894416809082
37.298,14.433212280273438,13.903379440307617
37.398,14.467951774597168,13.937353134155273
37.502,14.501678466796875,13.970324516296387
37.601,14.53488826751709,14.00278377532959
37.7,14.566652297973633,14.033804893493652
37.801,14.597935676574707,14.064347267150879
37.901,14.628020286560059,14.093690872192383
38.001,14.657632827758789,14.122556686401367
38.102,14.686003684997559,14.150171279907227
38.202,14.713851928710938,14.17725944519043
38.298,14.740446090698242,14.203069686889648
38.401,14.766322135925293,14.228164672851562
38.498,14.790931701660156,14.251964569091797
38.601,14.814492225646973,14.274683952331543
38.702,14.836836814880371,14.296142578125
38.804,14.858625411987305,14.317020416259766
38.902,14.879303932189941,14.336721420288086
39,14.898496627807617,14.354837417602539
39.099,14.91710376739502,14.372316360473633
39.206,14.934348106384277,14.388318061828613
39.302,14.934348106384277,14.388318061828613
39.402,14.934348106384277,14.388318061828613
39.502,14.934348106384277,14.388318061828613
39.601,14.934348106384277,14.388318061828613
39.703,14.934348106384277,14.388318061828613
39.802,14.934348106384277,14.388318061828613
39.902,14.934348106384277,14.388318061828613
40.007,14.934348106384277,14.388318061828613
40.101,14.934348106384277,14.388318061828613
40.202,14.934348106384277,14.388318061828613
40.302,14.934348106384277,14.388318061828613
40.402,14.934348106384277,14.388318061828613
40.501,14.934348106384277,14.388318061828613
40.602,14.934348106384277,14.388318061828613
40.702,14.934348106384277,14.388318061828613
40.802,14.934348106384277,14.388318061828613
40.894,14.934348106384277,14.388318061828613
41.001,14.934348106384277,14.388318061828613
41.101,14.934348106384277,14.388318061828613
41.201,14.934348106384277,14.388318061828613
41.308,14.934348106384277,14.388318061828613
41.402,14.934348106384277,14.388318061828613
